Root,Algorithm,Trig,Costs,Time
1,kruskal,false,,0.0001399517059326172
1,prim,false,,0.0001430511474609375
2,kruskal,false,,0.00010704994201660156
2,prim,false,,0.00010895729064941406
3,kruskal,false,,0.000102996826171875
3,prim,false,,0.00016498565673828125
