Root,Algorithm,Costs,Time
1,kruskal,,0.0001461505889892578
1,prim,,0.00010919570922851562
2,kruskal,,0.00013017654418945312
2,prim,,0.00011801719665527344
3,kruskal,,0.00011205673217773438
3,prim,,0.00011897087097167969
