Root,Algorithm,Trig,Costs,Time
1,kruskal,false,,0.00012111663818359375
1,prim,false,,0.00012087821960449219
2,kruskal,false,,0.00015211105346679688
2,prim,false,,0.000102996826171875
3,kruskal,false,,9.298324584960938e-5
3,prim,false,,9.512901306152344e-5
