Root,Algorithm,Trig,Costs,Time
1,kruskal,false,,9.489059448242188e-5
1,prim,false,,0.00010800361633300781
2,kruskal,false,,0.00017118453979492188
2,prim,false,,0.00011014938354492188
3,kruskal,false,,0.0001399517059326172
3,prim,false,,8.296966552734375e-5
