Root,Algorithm,Trig,Costs,Time
1,kruskal,false,,0.00012302398681640625
1,prim,false,,0.00010704994201660156
2,kruskal,false,,0.000102996826171875
2,prim,false,,0.0001342296600341797
3,kruskal,false,,0.00011086463928222656
3,prim,false,,9.608268737792969e-5
